"http://dbpedia.org/resource/Istanbul_Atat%C3%BCrk_Airport","atatürk international airport","17"
"http://dbpedia.org/resource/Sydney_Airport","sydney international airport","22"
"http://dbpedia.org/resource/Brussels_Airport","brussels airport","29"
"http://dbpedia.org/resource/Miami_International_Airport","miami international airport","28"
"http://dbpedia.org/resource/Kuala_Lumpur_International_Airport","kuala lumpur international airport","18"
"http://dbpedia.org/resource/Dublin_Airport","dublin airport","24"
"http://dbpedia.org/resource/Singapore_Changi_Airport","singapore changi airport","7"
"http://dbpedia.org/resource/Hong_Kong_International_Airport","hong kong international airport","3"
"http://dbpedia.org/resource/Antalya_Airport","antalya airport","23"
"http://dbpedia.org/resource/Munich_Airport","munich airport","13"
"http://dbpedia.org/resource/Madrid%E2%80%93Barajas_Airport","madrid-barajas airport","10"
"http://dbpedia.org/resource/John_F._Kennedy_International_Airport","john f. kennedy international airport","16"
"http://dbpedia.org/resource/Taiwan_Taoyuan_International_Airport","taoyuan international airport","14"
"http://dbpedia.org/resource/Incheon_International_Airport","incheon international airport","8"
"http://dbpedia.org/resource/Dubai_International_Airport","dubai international airport","5"
"http://dbpedia.org/resource/Zurich_Airport","zürich airport","19"
"http://dbpedia.org/resource/Amsterdam_Airport_Schiphol","amsterdam airport schiphol","6"
"http://dbpedia.org/resource/Malpensa_Airport","malpensa airport","25"
"http://dbpedia.org/resource/London_Heathrow_Airport","london heathrow airport","1"
"http://dbpedia.org/resource/Gatwick_Airport","london gatwick airport","12"
"http://dbpedia.org/resource/Charles_de_Gaulle_Airport","paris charles de gaulle airport","2"
"http://dbpedia.org/resource/Narita_International_Airport","narita international airport","9"
"http://dbpedia.org/resource/London_Stansted_Airport","london stansted airport","27"
"http://dbpedia.org/resource/Copenhagen_Airport","copenhagen airport","21"
"http://dbpedia.org/resource/Barcelona%E2%80%93El_Prat_Airport","barcelona airport","26"
"http://dbpedia.org/resource/Leonardo_da_Vinci%E2%80%93Fiumicino_Airport","leonardo da vinci airport","15"
"http://dbpedia.org/resource/Toronto_Pearson_International_Airport","toronto pearson international airport","20"
"http://dbpedia.org/resource/Suvarnabhumi_Airport","suvarnabhumi airport","11"
"http://dbpedia.org/resource/Frankfurt_Airport","frankfurt airport","4"
"http://dbpedia.org/resource/Palma_de_Mallorca_Airport","palma de mallorca airport","30"
